"<img src=""vocab-skin.jpg"">";skin;piel;pele
"<img src=""vocab-skirt.jpg"">";skirt;falda;saia
"<img src=""vocab-sky.jpg"">";sky;cielo;céu
"<img src=""vocab-sleep.jpg"">";sleep;dormir;dormir
"<img src=""vocab-slow.jpg"">";slow;lento;lento
"<img src=""vocab-small.jpg"">";small;pequeño;pequeno
"<img src=""vocab-smell.jpg"">";smell;oler;cheiro
"<img src=""vocab-smile.jpg"">";smile;sonrisa;sorrir
"<img src=""vocab-snow.jpg"">";snow;nieve;neve
"<img src=""vocab-soap.jpg"">";soap;jabón;Sabonete
"<img src=""vocab-soft.jpg"">";soft;suave;suave
"<img src=""vocab-soil.jpg"">";soil;suelo;solo
"<img src=""vocab-soldier.jpg"">";soldier;soldado;soldado
"<img src=""vocab-son.jpg"">";son;hijo;filho
"<img src=""vocab-song.jpg"">";song;canción;canção
"<img src=""vocab-sound.jpg"">";sound;sonido;som
"<img src=""vocab-soup.jpg"">";soup;sopa;sopa
"<img src=""vocab-south.jpg"">";south;sur;sul
"<img src=""vocab-space.jpg"">";space;espacio;espaço
"<img src=""vocab-speak.jpg"">";speak;hablar;falar
"<img src=""vocab-spoon.jpg"">";spoon;cuchara;colher
"<img src=""vocab-sport.jpg"">";sport;deporte;esporte
"<img src=""vocab-spring.jpg"">";spring;primavera;Primavera
"<img src=""vocab-square.jpg"">";square;cuadrado;quadrado
"<img src=""vocab-stain.jpg"">";stain;manchar;mancha
"<img src=""vocab-stand.jpg"">";stand;estar;ficar de pé
"<img src=""vocab-star.jpg"">";star;estrella;Estrela
"<img src=""vocab-stone.jpg"">";stone;Roca;pedra
"<img src=""vocab-stop.jpg"">";stop;detener;Pare
"<img src=""vocab-store.jpg"">";store;Tienda;loja
"<img src=""vocab-straight.jpg"">";straight;Derecho;direto
"<img src=""vocab-street.jpg"">";street;calle;rua
"<img src=""vocab-strong.jpg"">";strong;fuerte;Forte
"<img src=""vocab-student.jpg"">";student;estudiante;aluna
"<img src=""vocab-sugar.jpg"">";sugar;azúcar;açúcar
"<img src=""vocab-suit.jpg"">";suit;traje;terno
"<img src=""vocab-summer.jpg"">";summer;verano;verão
"<img src=""vocab-sun.jpg"">";sun;Dom;Sol
"<img src=""vocab-sunday.jpg"">";Sunday;domingo;Domigo
"<img src=""vocab-sweat.jpg"">";sweat;sudor;suor
"<img src=""vocab-swim.jpg"">";swim;nadar;nadar
"<img src=""vocab-t-shirt.jpg"">";T-shirt;camiseta;camiseta
"<img src=""vocab-table.jpg"">";table;mesa;tabela
"<img src=""vocab-tall.jpg"">";tall;alto;alta
"<img src=""vocab-taste.jpg"">";taste;gusto;gosto
"<img src=""vocab-tea.jpg"">";tea;té;chá
"<img src=""vocab-teach.jpg"">";teach;enseñar;Ensinar
"<img src=""vocab-teacher.jpg"">";teacher;profesor;professor
"<img src=""vocab-team.jpg"">";team;equipo;equipe
"<img src=""vocab-tear.jpg"">";tear;lágrima;lágrima
"<img src=""vocab-technology.jpg"">";technology;tecnología;tecnologia
"<img src=""vocab-telephone.jpg"">";telephone;teléfono;Telefone
"<img src=""vocab-television.jpg"">";television;televisión;televisão
"<img src=""vocab-temperature.jpg"">";temperature;temperatura;temperatura
"<img src=""vocab-ten.jpg"">";ten;diez;dez
"<img src=""vocab-theater.jpg"">";theater;teatro;teatro
"<img src=""vocab-they.jpg"">";they;ellos;eles
"<img src=""vocab-thick.jpg"">";thick;grueso;Grosso
"<img src=""vocab-thin.jpg"">";thin;Delgado;fino
"<img src=""vocab-think.jpg"">";think;pensar;pensar
"<img src=""vocab-third.jpg"">";third;tercero;terceiro
"<img src=""vocab-thirteen.jpg"">";thirteen;trece;treze
"<img src=""vocab-thirty.jpg"">";thirty;treinta;trinta
"<img src=""vocab-thousand.jpg"">";thousand;mil;mil
"<img src=""vocab-three.jpg"">";three;Tres;três
"<img src=""vocab-throw.jpg"">";throw;lanzar;lançar
"<img src=""vocab-thursday.jpg"">";Thursday;jueves;quinta-feira
"<img src=""vocab-ticket.jpg"">";ticket;boleto;bilhete
"<img src=""vocab-tight.jpg"">";tight;apretado;justa
"<img src=""vocab-time.jpg"">";time;hora;Tempo
"<img src=""vocab-tire.jpg"">";tire;neumático;pneu
"<img src=""vocab-toe.jpg"">";toe;dedo del pie;dedo do pé
"<img src=""vocab-tongue.jpg"">";tongue;lengua;língua
"<img src=""vocab-tool.jpg"">";tool;herramienta;ferramenta
"<img src=""vocab-tooth.jpg"">";tooth;diente;dente
"<img src=""vocab-top.jpg"">";top;parte superior;topo
"<img src=""vocab-touch.jpg"">";touch;toque;toque
"<img src=""vocab-town.jpg"">";town;pueblo;Cidade
"<img src=""vocab-train.jpg"">";train;entrenar;treinar
"<img src=""vocab-train_station.jpg"">";train station;estación de tren;estação de trem
"<img src=""vocab-transportation.jpg"">";transportation;transporte;transporte
"<img src=""vocab-tree.jpg"">";tree;árbol;árvore
"<img src=""vocab-truck.jpg"">";truck;camión;caminhão
"<img src=""vocab-tuesday.jpg"">";Tuesday;martes;terça
"<img src=""vocab-turn.jpg"">";turn;giro;virar
"<img src=""vocab-twelve.jpg"">";twelve;doce;doze
"<img src=""vocab-twenty.jpg"">";twenty;veinte;vinte
"<img src=""vocab-two.jpg"">";two;dos;dois
"<img src=""vocab-ugly.jpg"">";ugly;feo;feio
"<img src=""vocab-university.jpg"">";university;Universidad;universidade
"<img src=""vocab-up.jpg"">";up;arriba;acima
"<img src=""vocab-valley.jpg"">";valley;Valle;vale
"<img src=""vocab-verb.jpg"">";verb;verbo;verbo
"<img src=""vocab-victim.jpg"">";victim;víctima;vítima
"<img src=""vocab-voice.jpg"">";voice;voz;voz
"<img src=""vocab-vowel.jpg"">";vowel;vocal;vogal
"<img src=""vocab-waiter.jpg"">";waiter;camarero;garçom
"<img src=""vocab-wake_up.jpg"">";wake up;despertar;despertar
"<img src=""vocab-walk.jpg"">";walk;caminar;andar
"<img src=""vocab-wall.jpg"">";wall;pared;parede
"<img src=""vocab-war.jpg"">";war;guerra;guerra
"<img src=""vocab-warm.jpg"">";warm;calentar;caloroso
"<img src=""vocab-wash.jpg"">";wash;lavar;lavar
"<img src=""vocab-watch.jpg"">";watch;reloj;ver
"<img src=""vocab-water.jpg"">";water;agua;água
"<img src=""vocab-wave.jpg"">";wave;ola;onda
"<img src=""vocab-we.jpg"">";we;nosotros;nós
"<img src=""vocab-weak.jpg"">";weak;débiles;fraco
"<img src=""vocab-wear.jpg"">";wear;vestir;vestir
"<img src=""vocab-wedding.jpg"">";wedding;Boda;Casamento
"<img src=""vocab-wednesday.jpg"">";Wednesday;miércoles;quarta-feira
"<img src=""vocab-week.jpg"">";week;semana;semana
"<img src=""vocab-weight.jpg"">";weight;peso;peso
"<img src=""vocab-west.jpg"">";west;Oeste;oeste
"<img src=""vocab-wet.jpg"">";wet;mojado;molhado
"<img src=""vocab-white.jpg"">";white;blanco;branco
"<img src=""vocab-wide.jpg"">";wide;amplio;Largo
"<img src=""vocab-wife.jpg"">";wife;esposa;esposa
"<img src=""vocab-win.jpg"">";win;ganar;ganhar
"<img src=""vocab-wind.jpg"">";wind;viento;vento
"<img src=""vocab-window.jpg"">";window;ventana;janela
"<img src=""vocab-wine.jpg"">";wine;vino;vinho
"<img src=""vocab-wing.jpg"">";wing;ala;asa
"<img src=""vocab-winter.jpg"">";winter;invierno;inverno
"<img src=""vocab-woman.jpg"">";woman;mujer;mulher
"<img src=""vocab-wood.jpg"">";wood;madera;madeira
"<img src=""vocab-work.jpg"">";work;trabajo;trabalhos
"<img src=""vocab-world.jpg"">";world;mundo;mundo
"<img src=""vocab-write.jpg"">";write;escribir;escrever
"<img src=""vocab-yard.jpg"">";yard;yarda;Jardim
"<img src=""vocab-year.jpg"">";year;año;ano
"<img src=""vocab-yellow.jpg"">";yellow;amarillo;amarelo
"<img src=""vocab-yes.jpg"">";yes;si;sim
"<img src=""vocab-you.jpg"">";you;tú;vocês
"<img src=""vocab-young.jpg"">";young;joven;jovem
"<img src=""vocab-zero.jpg"">";zero;cero;zero
