"<img src=""time.jpg"">";time;hora;Tempo
"<img src=""tire.jpg"">";tire;neumático;pneu
"<img src=""toe.jpg"">";toe;dedo del pie;dedo do pé
"<img src=""tongue.jpg"">";tongue;lengua;língua
"<img src=""tool.jpg"">";tool;herramienta;ferramenta
"<img src=""tooth.jpg"">";tooth;diente;dente
"<img src=""top.jpg"">";top;parte superior;topo
"<img src=""touch.jpg"">";touch;toque;toque
"<img src=""town.jpg"">";town;pueblo;Cidade
"<img src=""train.jpg"">";train;entrenar;trem
"<img src=""train.jpg"">";train;entrenar;trem
"<img src=""transportation.jpg"">";transportation;transporte;transporte
"<img src=""tree.jpg"">";tree;árbol;árvore
"<img src=""truck.jpg"">";truck;camión;caminhão
"<img src=""tuesday.jpg"">";Tuesday;martes;terça
"<img src=""turn.jpg"">";turn;giro;virar
"<img src=""twelve.jpg"">";twelve;doce;doze
"<img src=""twenty.jpg"">";twenty;veinte;vinte
"<img src=""twenty.jpg"">";twenty;veinte;vinte
"<img src=""two.jpg"">";two;dos;dois
"<img src=""ugly.jpg"">";ugly;feo;feio
"<img src=""university.jpg"">";university;Universidad;universidade
"<img src=""up.jpg"">";up;arriba;acima
"<img src=""up.jpg"">";up;arriba;acima
"<img src=""valley.jpg"">";valley;Valle;vale
"<img src=""verb.jpg"">";verb;verbo;verbo
"<img src=""victim.jpg"">";victim;víctima;vítima
"<img src=""voice.jpg"">";voice;voz;voz
"<img src=""vowel.jpg"">";vowel;vocal;vogal
"<img src=""waiter.jpg"">";waiter;camarero;garçom
"<img src=""wake.jpg"">";wake;despertar;despertar
"<img src=""walk.jpg"">";walk;caminar;andar
"<img src=""wall.jpg"">";wall;pared;parede
"<img src=""war.jpg"">";war;guerra;guerra
"<img src=""warm.jpg"">";warm;calentar;caloroso
"<img src=""wash.jpg"">";wash;lavar;lavar
"<img src=""watch.jpg"">";watch;reloj;ver
"<img src=""water.jpg"">";water;agua;água
"<img src=""wave.jpg"">";wave;ola;onda
"<img src=""we.jpg"">";we;nosotros;nós
"<img src=""weak.jpg"">";weak;débiles;fraco
"<img src=""wear.jpg"">";wear;vestir;vestir
"<img src=""wedding.jpg"">";wedding;Boda;Casamento
"<img src=""wednesday.jpg"">";Wednesday;miércoles;quarta-feira
"<img src=""week.jpg"">";week;semana;semana
"<img src=""weight.jpg"">";weight;peso;peso
"<img src=""west.jpg"">";west;Oeste;oeste
"<img src=""wet.jpg"">";wet;mojado;molhado
"<img src=""white.jpg"">";white;blanco;branco
"<img src=""wide.jpg"">";wide;amplio;Largo
"<img src=""wife.jpg"">";wife;esposa;esposa
"<img src=""win.jpg"">";win;ganar;ganhar
"<img src=""wind.jpg"">";wind;viento;vento
"<img src=""window.jpg"">";window;ventana;janela
"<img src=""wine.jpg"">";wine;vino;vinho
"<img src=""wing.jpg"">";wing;ala;asa
"<img src=""winter.jpg"">";winter;invierno;inverno
"<img src=""woman.jpg"">";woman;mujer;mulher
"<img src=""wood.jpg"">";wood;madera;madeira
"<img src=""work.jpg"">";work;trabajo;trabalhos
"<img src=""world.jpg"">";world;mundo;mundo
"<img src=""write.jpg"">";write;escribir;escrever
"<img src=""yard.jpg"">";yard;yarda;Jardim
"<img src=""year.jpg"">";year;año;ano
"<img src=""yellow.jpg"">";yellow;amarillo;amarelo
"<img src=""yes.jpg"">";yes;si;sim
"<img src=""you.jpg"">";you;tú;vocês
"<img src=""young.jpg"">";young;joven;jovem
"<img src=""zero.jpg"">";zero;cero;zero
